970092033,20210217,202102,2021,2021.1288,MIL,MILITARY,,,,,,MIL,,,ISR,ISRAEL,ISR,,,,,,,,1,050," Engage in diplomatic cooperation, not specified below",050,05,1,3.5,16,1,8,-0.536672629695889,1,Morocco,MO,MO,,32.0,-5.0,MO,4,"Ben Gurion, HaMerkaz, Israel",IS,IS02,18311,32.0114,34.8867,149507,4,"Ben Gurion, HaMerkaz, Israel",IS,IS02,18311,32.0114,34.8867,149507,20210217104500,https://www.albawaba.com/news/normalization-boosting-israeli-drone-sales-across-middle-east-1411836
970087158,20210217,202102,2021,2021.1288,CRM,THIEF,,,,,,CRM,,,MARCVL,MOROCCO,MAR,,,,,CVL,,,1,042, Make a visit,042,04,1,1.9,3,1,3,-0.29940119760479,4,"Tangier, Tanger-Téuan, Morocco",MO,MO57,147362,35.7806,-5.81365,-51554,4,"Tangier, Tanger-Téuan, Morocco",MO,MO57,147362,35.7806,-5.81365,-51554,4,"Tangier, Tanger-Téuan, Morocco",MO,MO57,147362,35.7806,-5.81365,-51554,20210217101500,https://www.thenationalnews.com/arts-culture/film/oscar-shortlisted-sun-children-to-screen-as-part-of-sharjah-art-foundation-s-spring-film-series-1.1167772
970087641,20210217,202102,2021,2021.1288,MAR,MOROCCO,MAR,,,,,,,,MARCVL,MOROCCO,MAR,,,,,CVL,,,1,042, Make a visit,042,04,1,1.9,2,1,2,-0.29940119760479,4,"Tangier, Tanger-Téuan, Morocco",MO,MO57,147362,35.7806,-5.81365,-51554,4,"Tangier, Tanger-Téuan, Morocco",MO,MO57,147362,35.7806,-5.81365,-51554,4,"Tangier, Tanger-Téuan, Morocco",MO,MO57,147362,35.7806,-5.81365,-51554,20210217101500,https://www.thenationalnews.com/arts-culture/film/oscar-shortlisted-sun-children-to-screen-as-part-of-sharjah-art-foundation-s-spring-film-series-1.1167772
970087642,20210217,202102,2021,2021.1288,MARCVL,MOROCCO,MAR,,,,,CVL,,,CRM,THIEF,,,,,,CRM,,,1,043, Host a visit,043,04,1,2.8,3,1,3,-0.29940119760479,4,"Tangier, Tanger-Téuan, Morocco",MO,MO57,147362,35.7806,-5.81365,-51554,4,"Tangier, Tanger-Téuan, Morocco",MO,MO57,147362,35.7806,-5.81365,-51554,4,"Tangier, Tanger-Téuan, Morocco",MO,MO57,147362,35.7806,-5.81365,-51554,20210217101500,https://www.thenationalnews.com/arts-culture/film/oscar-shortlisted-sun-children-to-screen-as-part-of-sharjah-art-foundation-s-spring-film-series-1.1167772
970087643,20210217,202102,2021,2021.1288,MARCVL,MOROCCO,MAR,,,,,CVL,,,MAR,MOROCCO,MAR,,,,,,,,1,043, Host a visit,043,04,1,2.8,2,1,2,-0.29940119760479,4,"Tangier, Tanger-Téuan, Morocco",MO,MO57,147362,35.7806,-5.81365,-51554,4,"Tangier, Tanger-Téuan, Morocco",MO,MO57,147362,35.7806,-5.81365,-51554,4,"Tangier, Tanger-Téuan, Morocco",MO,MO57,147362,35.7806,-5.81365,-51554,20210217101500,https://www.thenationalnews.com/arts-culture/film/oscar-shortlisted-sun-children-to-screen-as-part-of-sharjah-art-foundation-s-spring-film-series-1.1167772
970095149,20200218,202002,2020,2020.1315,GOV,PRESIDENT,,,,,,GOV,,,AFR,AFRICA,AFR,,,,,,,,0,013, Make optimistic comment,013,01,1,0.4,5,1,5,-1.06951871657754,1,Morocco,MO,MO,,32.0,-5.0,MO,1,Morocco,MO,MO,,32.0,-5.0,MO,1,Morocco,MO,MO,,32.0,-5.0,MO,20210217111500,https://www.euractiv.com/section/cities-regions/news/dont-forget-local-authorities-in-eu-africa-relations/
970095154,20200218,202002,2020,2020.1315,MAR,MOROCCAN,MAR,,,,,,,,AFR,AFRICA,AFR,,,,,,,,0,013, Make optimistic comment,013,01,1,0.4,2,1,2,-1.06951871657754,1,Morocco,MO,MO,,32.0,-5.0,MO,1,Morocco,MO,MO,,32.0,-5.0,MO,1,Morocco,MO,MO,,32.0,-5.0,MO,20210217111500,https://www.euractiv.com/section/cities-regions/news/dont-forget-local-authorities-in-eu-africa-relations/
970095329,20210217,202102,2021,2021.1288,AFRCVL,AFRICA,AFR,,,,,CVL,,,AFR,AFRICA,AFR,,,,,,,,1,114, Complain officially ,114,11,3,-2.0,10,1,10,-1.06951871657754,1,Morocco,MO,MO,,32.0,-5.0,MO,1,Morocco,MO,MO,,32.0,-5.0,MO,1,Morocco,MO,MO,,32.0,-5.0,MO,20210217111500,https://www.euractiv.com/section/cities-regions/news/dont-forget-local-authorities-in-eu-africa-relations/
970097734,20210217,202102,2021,2021.1288,ELI,ACTOR,,,,,,ELI,,,MAR,MOROCCO,MAR,,,,,,,,0,046, Engage in negotiation,046,04,1,7.0,8,1,8,0.40053404539385995,1,Morocco,MO,MO,,32.0,-5.0,MO,1,Morocco,MO,MO,,32.0,-5.0,MO,1,Morocco,MO,MO,,32.0,-5.0,MO,20210217113000,https://www.msn.com/en-gb/entertainment/tv/people-want-imperfection-hiam-abbass-on-succession-ramy-and-playing-complex-women/ar-BB1dKUvG
970097789,20210217,202102,2021,2021.1288,GOV,GOVERNMENT,,,,,,GOV,,,,,,,,,,,,,1,010," Make statement, not specified below",010,01,1,0.0,10,1,10,0.0,4,"Rabat, Rabat-Saléemmour-ZaëMO, Morocco",MO,MO49,21812,34.02,-6.83,-43376,0,,,,,,,,4,"Rabat, Rabat-Saléemmour-ZaëMO, Morocco",MO,MO49,21812,34.02,-6.83,-43376,20210217113000,https://www.inquirer.com/wires/ap/moroccos-king-kicks-off-countrys-virus-vaccination-drive-20210128.html
